bbid,date of vote,ward,alderperson,vote
199,12/15/2017,21,John Collins-Muhammad,Aye
199,12/15/2017,22,Jeffrey L Boyd,Aye
199,12/15/2017,23,Joseph Vaccaro,Aye
199,12/15/2017,24,Scott Ogilvie,Aye
199,12/15/2017,25,Shane Cohn,Aye
199,12/15/2017,26,Frank Williamson,Aye
199,12/15/2017,27,Pam Boyd,Aye
199,12/15/2017,28,Heather Navarro,Aye
199,12/15/2017,President,Lewis E Reed,Aye
199,12/15/2017,1,Sharon Tyus,No
199,12/15/2017,12,Larry Arnowitz,Absent
199,12/15/2017,18,Terry Kennedy,Absent
199,12/15/2017,8,Seat is vacant,Vacant Seat
200,12/15/2017,2,Lisa Middlebrook,Aye
200,12/15/2017,3,Brandon Bosley,Aye
200,12/15/2017,4,Samuel L Moore,Aye
200,12/15/2017,5,Tammika Hubbard,Aye
200,12/15/2017,6,Christine Ingrassia,Aye
200,12/15/2017,7,Jack Coatar,Aye
200,12/15/2017,9,Dan Guenther,Aye
200,12/15/2017,10,Joseph Vollmer,Aye
200,12/15/2017,11,Sarah Martin,Aye
200,12/15/2017,13,Beth Murphy,Aye
200,12/15/2017,14,Carol Howard,Aye
200,12/15/2017,15,Megan E. Green,Aye
200,12/15/2017,16,Tom Oldenburg,Aye
200,12/15/2017,17,Joseph D Roddy,Aye
200,12/15/2017,19,Marlene E Davis,Aye
200,12/15/2017,20,Cara Spencer,Aye
200,12/15/2017,21,John Collins-Muhammad,Aye
200,12/15/2017,22,Jeffrey L Boyd,Aye
200,12/15/2017,23,Joseph Vaccaro,Aye
200,12/15/2017,24,Scott Ogilvie,Aye
200,12/15/2017,25,Shane Cohn,Aye
200,12/15/2017,26,Frank Williamson,Aye
200,12/15/2017,27,Pam Boyd,Aye
200,12/15/2017,28,Heather Navarro,Aye
200,12/15/2017,President,Lewis E Reed,Aye
200,12/15/2017,1,Sharon Tyus,No
200,12/15/2017,12,Larry Arnowitz,Absent
200,12/15/2017,18,Terry Kennedy,Absent
200,12/15/2017,8,Seat is vacant,Vacant Seat
202,12/15/2017,2,Lisa Middlebrook,Aye
202,12/15/2017,3,Brandon Bosley,Aye
202,12/15/2017,4,Samuel L Moore,Aye
202,12/15/2017,5,Tammika Hubbard,Aye
202,12/15/2017,6,Christine Ingrassia,Aye
202,12/15/2017,7,Jack Coatar,Aye
202,12/15/2017,9,Dan Guenther,Aye
202,12/15/2017,10,Joseph Vollmer,Aye
202,12/15/2017,11,Sarah Martin,Aye
202,12/15/2017,13,Beth Murphy,Aye
202,12/15/2017,14,Carol Howard,Aye
202,12/15/2017,15,Megan E. Green,Aye
202,12/15/2017,16,Tom Oldenburg,Aye
202,12/15/2017,17,Joseph D Roddy,Aye
202,12/15/2017,19,Marlene E Davis,Aye
202,12/15/2017,20,Cara Spencer,Aye
202,12/15/2017,21,John Collins-Muhammad,Aye
202,12/15/2017,22,Jeffrey L Boyd,Aye
202,12/15/2017,23,Joseph Vaccaro,Aye
202,12/15/2017,24,Scott Ogilvie,Aye
202,12/15/2017,25,Shane Cohn,Aye
202,12/15/2017,26,Frank Williamson,Aye
202,12/15/2017,27,Pam Boyd,Aye
202,12/15/2017,28,Heather Navarro,Aye
202,12/15/2017,President,Lewis E Reed,Aye
202,12/15/2017,1,Sharon Tyus,No
202,12/15/2017,12,Larry Arnowitz,Absent
202,12/15/2017,18,Terry Kennedy,Absent
202,12/15/2017,8,Seat is vacant,Vacant Seat
138,12/15/2017,2,Lisa Middlebrook,Aye
138,12/15/2017,3,Brandon Bosley,Aye
138,12/15/2017,4,Samuel L Moore,Aye
138,12/15/2017,5,Tammika Hubbard,Aye
138,12/15/2017,6,Christine Ingrassia,Aye
138,12/15/2017,7,Jack Coatar,Aye
138,12/15/2017,9,Dan Guenther,Aye
138,12/15/2017,10,Joseph Vollmer,Aye
138,12/15/2017,11,Sarah Martin,Aye
138,12/15/2017,13,Beth Murphy,Aye
138,12/15/2017,14,Carol Howard,Aye
138,12/15/2017,15,Megan E. Green,Aye
138,12/15/2017,16,Tom Oldenburg,Aye
138,12/15/2017,17,Joseph D Roddy,Aye
138,12/15/2017,19,Marlene E Davis,Aye
138,12/15/2017,20,Cara Spencer,Aye
138,12/15/2017,21,John Collins-Muhammad,Aye
138,12/15/2017,22,Jeffrey L Boyd,Aye
138,12/15/2017,23,Joseph Vaccaro,Aye
138,12/15/2017,25,Shane Cohn,Aye
138,12/15/2017,26,Frank Williamson,Aye
138,12/15/2017,27,Pam Boyd,Aye
138,12/15/2017,28,Heather Navarro,Aye
138,12/15/2017,President,Lewis E Reed,Aye
138,12/15/2017,1,Sharon Tyus,No
138,12/15/2017,12,Larry Arnowitz,Absent
138,12/15/2017,18,Terry Kennedy,Absent
138,12/15/2017,24,Scott Ogilvie,Absent
138,12/15/2017,8,Seat is vacant,Vacant Seat
201,12/15/2017,1,Sharon Tyus,Aye
201,12/15/2017,2,Lisa Middlebrook,Aye
201,12/15/2017,3,Brandon Bosley,Aye
201,12/15/2017,4,Samuel L Moore,Aye
201,12/15/2017,5,Tammika Hubbard,Aye
201,12/15/2017,6,Christine Ingrassia,Aye
201,12/15/2017,7,Jack Coatar,Aye
201,12/15/2017,9,Dan Guenther,Aye
201,12/15/2017,10,Joseph Vollmer,Aye
201,12/15/2017,11,Sarah Martin,Aye
201,12/15/2017,13,Beth Murphy,Aye
201,12/15/2017,14,Carol Howard,Aye
201,12/15/2017,15,Megan E. Green,Aye
201,12/15/2017,16,Tom Oldenburg,Aye
201,12/15/2017,17,Joseph D Roddy,Aye
201,12/15/2017,19,Marlene E Davis,Aye
201,12/15/2017,20,Cara Spencer,Aye
201,12/15/2017,21,John Collins-Muhammad,Aye
201,12/15/2017,22,Jeffrey L Boyd,Aye
201,12/15/2017,23,Joseph Vaccaro,Aye
201,12/15/2017,24,Scott Ogilvie,Aye
201,12/15/2017,25,Shane Cohn,Aye
201,12/15/2017,26,Frank Williamson,Aye
201,12/15/2017,27,Pam Boyd,Aye
201,12/15/2017,28,Heather Navarro,Aye
201,12/15/2017,President,Lewis E Reed,Aye
201,12/15/2017,12,Larry Arnowitz,Absent
201,12/15/2017,18,Terry Kennedy,Absent
201,12/15/2017,8,Seat is vacant,Vacant Seat
124,12/01/2017,2,Lisa Middlebrook,Aye
124,12/01/2017,3,Brandon Bosley,Aye
124,12/01/2017,4,Samuel L Moore,Aye
124,12/01/2017,5,Tammika Hubbard,Aye
124,12/01/2017,6,Christine Ingrassia,Aye
124,12/01/2017,9,Dan Guenther,Aye
124,12/01/2017,10,Joseph Vollmer,Aye
124,12/01/2017,11,Sarah Martin,Aye
124,12/01/2017,12,Larry Arnowitz,Aye
124,12/01/2017,13,Beth Murphy,Aye
124,12/01/2017,14,Carol Howard,Aye
124,12/01/2017,15,Megan E. Green,Aye
124,12/01/2017,16,Tom Oldenburg,Aye
124,12/01/2017,17,Joseph D Roddy,Aye
124,12/01/2017,18,Terry Kennedy,Aye
124,12/01/2017,19,Marlene E Davis,Aye
124,12/01/2017,20,Cara Spencer,Aye
124,12/01/2017,21,John Collins-Muhammad,Aye
124,12/01/2017,22,Jeffrey L Boyd,Aye
124,12/01/2017,23,Joseph Vaccaro,Aye
124,12/01/2017,24,Scott Ogilvie,Aye
124,12/01/2017,25,Shane Cohn,Aye
124,12/01/2017,26,Frank Williamson,Aye
124,12/01/2017,27,Pam Boyd,Aye
124,12/01/2017,28,Heather Navarro,Aye
124,12/01/2017,President,Lewis E Reed,Aye
124,12/01/2017,1,Sharon Tyus,Absent
124,12/01/2017,7,Jack Coatar,Absent
124,12/01/2017,8,Seat is vacant,Vacant Seat
132,12/01/2017,2,Lisa Middlebrook,Aye
132,12/01/2017,3,Brandon Bosley,Aye
132,12/01/2017,4,Samuel L Moore,Aye
132,12/01/2017,5,Tammika Hubbard,Aye
132,12/01/2017,6,Christine Ingrassia,Aye
132,12/01/2017,9,Dan Guenther,Aye
132,12/01/2017,10,Joseph Vollmer,Aye
132,12/01/2017,11,Sarah Martin,Aye
132,12/01/2017,12,Larry Arnowitz,Aye
132,12/01/2017,13,Beth Murphy,Aye
132,12/01/2017,14,Carol Howard,Aye
132,12/01/2017,15,Megan E. Green,Aye
132,12/01/2017,16,Tom Oldenburg,Aye
132,12/01/2017,17,Joseph D Roddy,Aye
132,12/01/2017,18,Terry Kennedy,Aye
132,12/01/2017,19,Marlene E Davis,Aye
132,12/01/2017,20,Cara Spencer,Aye
132,12/01/2017,21,John Collins-Muhammad,Aye
132,12/01/2017,22,Jeffrey L Boyd,Aye
132,12/01/2017,23,Joseph Vaccaro,Aye
132,12/01/2017,24,Scott Ogilvie,Aye
132,12/01/2017,25,Shane Cohn,Aye
132,12/01/2017,26,Frank Williamson,Aye
132,12/01/2017,27,Pam Boyd,Aye
132,12/01/2017,28,Heather Navarro,Aye
132,12/01/2017,President,Lewis E Reed,Aye
132,12/01/2017,1,Sharon Tyus,Absent
132,12/01/2017,7,Jack Coatar,Absent
132,12/01/2017,8,Seat is vacant,Vacant Seat
142,12/01/2017,2,Lisa Middlebrook,Aye
142,12/01/2017,3,Brandon Bosley,Aye
142,12/01/2017,4,Samuel L Moore,Aye
142,12/01/2017,5,Tammika Hubbard,Aye
142,12/01/2017,6,Christine Ingrassia,Aye
142,12/01/2017,9,Dan Guenther,Aye
142,12/01/2017,10,Joseph Vollmer,Aye
142,12/01/2017,11,Sarah Martin,Aye
142,12/01/2017,12,Larry Arnowitz,Aye
142,12/01/2017,13,Beth Murphy,Aye
142,12/01/2017,14,Carol Howard,Aye
142,12/01/2017,15,Megan E. Green,Aye
142,12/01/2017,16,Tom Oldenburg,Aye
142,12/01/2017,17,Joseph D Roddy,Aye
142,12/01/2017,18,Terry Kennedy,Aye
142,12/01/2017,19,Marlene E Davis,Aye
142,12/01/2017,20,Cara Spencer,Aye
142,12/01/2017,21,John Collins-Muhammad,Aye
142,12/01/2017,22,Jeffrey L Boyd,Aye
142,12/01/2017,23,Joseph Vaccaro,Aye
142,12/01/2017,24,Scott Ogilvie,Aye
142,12/01/2017,25,Shane Cohn,Aye
142,12/01/2017,26,Frank Williamson,Aye
142,12/01/2017,27,Pam Boyd,Aye
142,12/01/2017,28,Heather Navarro,Aye
142,12/01/2017,President,Lewis E Reed,Aye
142,12/01/2017,1,Sharon Tyus,Absent
142,12/01/2017,7,Jack Coatar,Absent
142,12/01/2017,8,Seat is vacant,Vacant Seat
146,12/01/2017,2,Lisa Middlebrook,Aye
146,12/01/2017,3,Brandon Bosley,Aye
146,12/01/2017,4,Samuel L Moore,Aye
146,12/01/2017,5,Tammika Hubbard,Aye
146,12/01/2017,6,Christine Ingrassia,Aye
146,12/01/2017,9,Dan Guenther,Aye
146,12/01/2017,10,Joseph Vollmer,Aye
146,12/01/2017,11,Sarah Martin,Aye
146,12/01/2017,12,Larry Arnowitz,Aye
146,12/01/2017,13,Beth Murphy,Aye
146,12/01/2017,14,Carol Howard,Aye
146,12/01/2017,15,Megan E. Green,Aye
146,12/01/2017,16,Tom Oldenburg,Aye
146,12/01/2017,17,Joseph D Roddy,Aye
146,12/01/2017,18,Terry Kennedy,Aye
146,12/01/2017,19,Marlene E Davis,Aye
146,12/01/2017,20,Cara Spencer,Aye
146,12/01/2017,21,John Collins-Muhammad,Aye
146,12/01/2017,22,Jeffrey L Boyd,Aye
146,12/01/2017,23,Joseph Vaccaro,Aye
146,12/01/2017,24,Scott Ogilvie,Aye
146,12/01/2017,25,Shane Cohn,Aye
146,12/01/2017,26,Frank Williamson,Aye
146,12/01/2017,27,Pam Boyd,Aye
146,12/01/2017,28,Heather Navarro,Aye
146,12/01/2017,President,Lewis E Reed,Aye
146,12/01/2017,1,Sharon Tyus,Absent
146,12/01/2017,7,Jack Coatar,Absent
146,12/01/2017,8,Seat is vacant,Vacant Seat
170,12/01/2017,2,Lisa Middlebrook,Aye
170,12/01/2017,3,Brandon Bosley,Aye
170,12/01/2017,4,Samuel L Moore,Aye
170,12/01/2017,5,Tammika Hubbard,Aye
170,12/01/2017,6,Christine Ingrassia,Aye
170,12/01/2017,9,Dan Guenther,Aye
170,12/01/2017,10,Joseph Vollmer,Aye
170,12/01/2017,11,Sarah Martin,Aye
170,12/01/2017,12,Larry Arnowitz,Aye
170,12/01/2017,13,Beth Murphy,Aye
170,12/01/2017,14,Carol Howard,Aye
170,12/01/2017,15,Megan E. Green,Aye
170,12/01/2017,16,Tom Oldenburg,Aye
170,12/01/2017,17,Joseph D Roddy,Aye
170,12/01/2017,18,Terry Kennedy,Aye
170,12/01/2017,19,Marlene E Davis,Aye
170,12/01/2017,20,Cara Spencer,Aye
170,12/01/2017,21,John Collins-Muhammad,Aye
170,12/01/2017,22,Jeffrey L Boyd,Aye
170,12/01/2017,23,Joseph Vaccaro,Aye
170,12/01/2017,24,Scott Ogilvie,Aye
170,12/01/2017,25,Shane Cohn,Aye
170,12/01/2017,26,Frank Williamson,Aye
170,12/01/2017,27,Pam Boyd,Aye
170,12/01/2017,28,Heather Navarro,Aye
170,12/01/2017,President,Lewis E Reed,Aye
170,12/01/2017,1,Sharon Tyus,Absent
170,12/01/2017,7,Jack Coatar,Absent
170,12/01/2017,8,Seat is vacant,Vacant Seat
185,12/01/2017,2,Lisa Middlebrook,Aye
185,12/01/2017,3,Brandon Bosley,Aye
185,12/01/2017,4,Samuel L Moore,Aye
185,12/01/2017,5,Tammika Hubbard,Aye
185,12/01/2017,6,Christine Ingrassia,Aye
185,12/01/2017,9,Dan Guenther,Aye
185,12/01/2017,10,Joseph Vollmer,Aye
185,12/01/2017,11,Sarah Martin,Aye
185,12/01/2017,12,Larry Arnowitz,Aye
185,12/01/2017,13,Beth Murphy,Aye
185,12/01/2017,14,Carol Howard,Aye
185,12/01/2017,15,Megan E. Green,Aye
185,12/01/2017,16,Tom Oldenburg,Aye
185,12/01/2017,17,Joseph D Roddy,Aye
185,12/01/2017,18,Terry Kennedy,Aye
185,12/01/2017,19,Marlene E Davis,Aye
185,12/01/2017,20,Cara Spencer,Aye
185,12/01/2017,21,John Collins-Muhammad,Aye
185,12/01/2017,22,Jeffrey L Boyd,Aye
185,12/01/2017,23,Joseph Vaccaro,Aye
185,12/01/2017,24,Scott Ogilvie,Aye
185,12/01/2017,25,Shane Cohn,Aye
185,12/01/2017,26,Frank Williamson,Aye
185,12/01/2017,27,Pam Boyd,Aye
185,12/01/2017,28,Heather Navarro,Aye
185,12/01/2017,President,Lewis E Reed,Aye
185,12/01/2017,1,Sharon Tyus,Absent
185,12/01/2017,7,Jack Coatar,Absent
185,12/01/2017,8,Seat is vacant,Vacant Seat
101,12/01/2017,2,Lisa Middlebrook,Aye
101,12/01/2017,3,Brandon Bosley,Aye
101,12/01/2017,4,Samuel L Moore,Aye
101,12/01/2017,5,Tammika Hubbard,Aye
101,12/01/2017,6,Christine Ingrassia,Aye
101,12/01/2017,9,Dan Guenther,Aye
101,12/01/2017,10,Joseph Vollmer,Aye
101,12/01/2017,11,Sarah Martin,Aye
101,12/01/2017,12,Larry Arnowitz,Aye
101,12/01/2017,13,Beth Murphy,Aye
101,12/01/2017,14,Carol Howard,Aye
101,12/01/2017,15,Megan E. Green,Aye
101,12/01/2017,16,Tom Oldenburg,Aye
101,12/01/2017,17,Joseph D Roddy,Aye
101,12/01/2017,18,Terry Kennedy,Aye
101,12/01/2017,19,Marlene E Davis,Aye
101,12/01/2017,20,Cara Spencer,Aye
101,12/01/2017,21,John Collins-Muhammad,Aye
101,12/01/2017,22,Jeffrey L Boyd,Aye
101,12/01/2017,23,Joseph Vaccaro,Aye
101,12/01/2017,24,Scott Ogilvie,Aye
101,12/01/2017,25,Shane Cohn,Aye
101,12/01/2017,26,Frank Williamson,Aye
101,12/01/2017,27,Pam Boyd,Aye
101,12/01/2017,28,Heather Navarro,Aye
101,12/01/2017,President,Lewis E Reed,No
101,12/01/2017,1,Sharon Tyus,Absent
101,12/01/2017,7,Jack Coatar,Absent
101,12/01/2017,8,Seat is vacant,Vacant Seat
103,11/03/2017,5,Tammika Hubbard,Aye
103,11/03/2017,6,Christine Ingrassia,Aye
103,11/03/2017,7,Jack Coatar,Aye
103,11/03/2017,8,Stephen Conway,Aye
103,11/03/2017,9,Dan Guenther,Aye
103,11/03/2017,10,Joseph Vollmer,Aye
103,11/03/2017,11,Sarah Martin,Aye
103,11/03/2017,13,Beth Murphy,Aye
103,11/03/2017,14,Carol Howard,Aye
103,11/03/2017,15,Megan E. Green,Aye
103,11/03/2017,16,Tom Oldenburg,Aye
103,11/03/2017,17,Joseph D Roddy,Aye
103,11/03/2017,18,Terry Kennedy,Aye
103,11/03/2017,19,Marlene E Davis,Aye
103,11/03/2017,20,Cara Spencer,Aye
103,11/03/2017,21,John Collins-Muhammad,Aye
103,11/03/2017,22,Jeffrey L Boyd,Aye
103,11/03/2017,24,Scott Ogilvie,Aye
103,11/03/2017,25,Shane Cohn,Aye
103,11/03/2017,26,Frank Williamson,Aye
103,11/03/2017,27,Pam Boyd,Aye
103,11/03/2017,28,Heather Navarro,Aye
103,11/03/2017,President,Lewis E Reed,Aye
103,11/03/2017,1,Sharon Tyus,Absent
103,11/03/2017,3,Brandon Bosley,Absent
103,11/03/2017,4,Samuel L Moore,Absent
103,11/03/2017,12,Larry Arnowitz,Absent
103,11/03/2017,23,Joseph Vaccaro,Absent
103,11/03/2017,2,Seat is vacant,Vacant Seat
104,11/03/2017,5,Tammika Hubbard,Aye
104,11/03/2017,6,Christine Ingrassia,Aye
104,11/03/2017,7,Jack Coatar,Aye
104,11/03/2017,8,Stephen Conway,Aye
104,11/03/2017,9,Dan Guenther,Aye
104,11/03/2017,10,Joseph Vollmer,Aye
104,11/03/2017,11,Sarah Martin,Aye
104,11/03/2017,13,Beth Murphy,Aye
104,11/03/2017,14,Carol Howard,Aye
104,11/03/2017,15,Megan E. Green,Aye
104,11/03/2017,16,Tom Oldenburg,Aye
104,11/03/2017,17,Joseph D Roddy,Aye
104,11/03/2017,18,Terry Kennedy,Aye
104,11/03/2017,19,Marlene E Davis,Aye
104,11/03/2017,20,Cara Spencer,Aye
104,11/03/2017,21,John Collins-Muhammad,Aye
104,11/03/2017,22,Jeffrey L Boyd,Aye
104,11/03/2017,24,Scott Ogilvie,Aye
104,11/03/2017,25,Shane Cohn,Aye
104,11/03/2017,26,Frank Williamson,Aye
104,11/03/2017,27,Pam Boyd,Aye
104,11/03/2017,28,Heather Navarro,Aye
104,11/03/2017,President,Lewis E Reed,Aye
104,11/03/2017,1,Sharon Tyus,Absent
104,11/03/2017,3,Brandon Bosley,Absent
104,11/03/2017,4,Samuel L Moore,Absent
104,11/03/2017,12,Larry Arnowitz,Absent
104,11/03/2017,23,Joseph Vaccaro,Absent
104,11/03/2017,2,Seat is vacant,Vacant Seat
106,11/03/2017,5,Tammika Hubbard,Aye
106,11/03/2017,6,Christine Ingrassia,Aye
106,11/03/2017,7,Jack Coatar,Aye
106,11/03/2017,8,Stephen Conway,Aye
106,11/03/2017,9,Dan Guenther,Aye
106,11/03/2017,10,Joseph Vollmer,Aye
106,11/03/2017,11,Sarah Martin,Aye
106,11/03/2017,13,Beth Murphy,Aye
106,11/03/2017,14,Carol Howard,Aye
106,11/03/2017,15,Megan E. Green,Aye
106,11/03/2017,16,Tom Oldenburg,Aye
106,11/03/2017,17,Joseph D Roddy,Aye
106,11/03/2017,18,Terry Kennedy,Aye
106,11/03/2017,19,Marlene E Davis,Aye
106,11/03/2017,20,Cara Spencer,Aye
106,11/03/2017,21,John Collins-Muhammad,Aye
106,11/03/2017,22,Jeffrey L Boyd,Aye
106,11/03/2017,24,Scott Ogilvie,Aye
106,11/03/2017,25,Shane Cohn,Aye
106,11/03/2017,26,Frank Williamson,Aye
106,11/03/2017,27,Pam Boyd,Aye
106,11/03/2017,28,Heather Navarro,Aye
106,11/03/2017,President,Lewis E Reed,Aye
106,11/03/2017,1,Sharon Tyus,Absent
106,11/03/2017,3,Brandon Bosley,Absent
106,11/03/2017,4,Samuel L Moore,Absent
106,11/03/2017,12,Larry Arnowitz,Absent
106,11/03/2017,23,Joseph Vaccaro,Absent
106,11/03/2017,2,Seat is vacant,Vacant Seat
115,11/03/2017,5,Tammika Hubbard,Aye
115,11/03/2017,6,Christine Ingrassia,Aye
115,11/03/2017,7,Jack Coatar,Aye
115,11/03/2017,8,Stephen Conway,Aye
115,11/03/2017,9,Dan Guenther,Aye
115,11/03/2017,10,Joseph Vollmer,Aye
115,11/03/2017,11,Sarah Martin,Aye
115,11/03/2017,13,Beth Murphy,Aye
115,11/03/2017,14,Carol Howard,Aye
115,11/03/2017,15,Megan E. Green,Aye
115,11/03/2017,16,Tom Oldenburg,Aye
115,11/03/2017,17,Joseph D Roddy,Aye
115,11/03/2017,18,Terry Kennedy,Aye
115,11/03/2017,19,Marlene E Davis,Aye
115,11/03/2017,20,Cara Spencer,Aye
115,11/03/2017,21,John Collins-Muhammad,Aye
115,11/03/2017,22,Jeffrey L Boyd,Aye
115,11/03/2017,24,Scott Ogilvie,Aye
115,11/03/2017,25,Shane Cohn,Aye
115,11/03/2017,26,Frank Williamson,Aye
115,11/03/2017,27,Pam Boyd,Aye
115,11/03/2017,28,Heather Navarro,Aye
115,11/03/2017,President,Lewis E Reed,Aye
115,11/03/2017,1,Sharon Tyus,Absent
115,11/03/2017,3,Brandon Bosley,Absent
115,11/03/2017,4,Samuel L Moore,Absent
115,11/03/2017,12,Larry Arnowitz,Absent
115,11/03/2017,23,Joseph Vaccaro,Absent
115,11/03/2017,2,Seat is vacant,Vacant Seat
137,11/03/2017,5,Tammika Hubbard,Aye
137,11/03/2017,6,Christine Ingrassia,Aye
137,11/03/2017,7,Jack Coatar,Aye
137,11/03/2017,8,Stephen Conway,Aye
137,11/03/2017,9,Dan Guenther,Aye
137,11/03/2017,10,Joseph Vollmer,Aye
137,11/03/2017,11,Sarah Martin,Aye
137,11/03/2017,13,Beth Murphy,Aye
137,11/03/2017,14,Carol Howard,Aye
137,11/03/2017,15,Megan E. Green,Aye
137,11/03/2017,16,Tom Oldenburg,Aye
137,11/03/2017,17,Joseph D Roddy,Aye
137,11/03/2017,18,Terry Kennedy,Aye
137,11/03/2017,19,Marlene E Davis,Aye
137,11/03/2017,20,Cara Spencer,Aye
137,11/03/2017,21,John Collins-Muhammad,Aye
137,11/03/2017,22,Jeffrey L Boyd,Aye
137,11/03/2017,24,Scott Ogilvie,Aye
137,11/03/2017,25,Shane Cohn,Aye
137,11/03/2017,26,Frank Williamson,Aye
137,11/03/2017,27,Pam Boyd,Aye
137,11/03/2017,28,Heather Navarro,Aye
137,11/03/2017,President,Lewis E Reed,Aye
137,11/03/2017,1,Sharon Tyus,Absent
137,11/03/2017,3,Brandon Bosley,Absent
137,11/03/2017,4,Samuel L Moore,Absent
137,11/03/2017,12,Larry Arnowitz,Absent
137,11/03/2017,23,Joseph Vaccaro,Absent
137,11/03/2017,2,Seat is vacant,Vacant Seat
140,11/03/2017,5,Tammika Hubbard,Aye
140,11/03/2017,6,Christine Ingrassia,Aye
140,11/03/2017,7,Jack Coatar,Aye
140,11/03/2017,8,Stephen Conway,Aye
140,11/03/2017,9,Dan Guenther,Aye
140,11/03/2017,10,Joseph Vollmer,Aye
140,11/03/2017,11,Sarah Martin,Aye
140,11/03/2017,13,Beth Murphy,Aye
140,11/03/2017,14,Carol Howard,Aye
140,11/03/2017,15,Megan E. Green,Aye
140,11/03/2017,16,Tom Oldenburg,Aye
140,11/03/2017,17,Joseph D Roddy,Aye
140,11/03/2017,18,Terry Kennedy,Aye
140,11/03/2017,19,Marlene E Davis,Aye
140,11/03/2017,20,Cara Spencer,Aye
140,11/03/2017,21,John Collins-Muhammad,Aye
140,11/03/2017,22,Jeffrey L Boyd,Aye
140,11/03/2017,24,Scott Ogilvie,Aye
140,11/03/2017,25,Shane Cohn,Aye
140,11/03/2017,26,Frank Williamson,Aye
140,11/03/2017,27,Pam Boyd,Aye
140,11/03/2017,28,Heather Navarro,Aye
140,11/03/2017,President,Lewis E Reed,Aye
140,11/03/2017,1,Sharon Tyus,Absent
140,11/03/2017,3,Brandon Bosley,Absent
140,11/03/2017,4,Samuel L Moore,Absent
140,11/03/2017,12,Larry Arnowitz,Absent
140,11/03/2017,23,Joseph Vaccaro,Absent
140,11/03/2017,2,Seat is vacant,Vacant Seat
143,11/03/2017,5,Tammika Hubbard,Aye
143,11/03/2017,6,Christine Ingrassia,Aye
143,11/03/2017,7,Jack Coatar,Aye
143,11/03/2017,8,Stephen Conway,Aye
143,11/03/2017,9,Dan Guenther,Aye
143,11/03/2017,10,Joseph Vollmer,Aye
143,11/03/2017,11,Sarah Martin,Aye
143,11/03/2017,13,Beth Murphy,Aye
143,11/03/2017,14,Carol Howard,Aye
143,11/03/2017,15,Megan E. Green,Aye
143,11/03/2017,16,Tom Oldenburg,Aye
143,11/03/2017,17,Joseph D Roddy,Aye
143,11/03/2017,18,Terry Kennedy,Aye
143,11/03/2017,19,Marlene E Davis,Aye
143,11/03/2017,20,Cara Spencer,Aye
143,11/03/2017,21,John Collins-Muhammad,Aye
143,11/03/2017,22,Jeffrey L Boyd,Aye
143,11/03/2017,24,Scott Ogilvie,Aye
143,11/03/2017,25,Shane Cohn,Aye
143,11/03/2017,26,Frank Williamson,Aye
143,11/03/2017,27,Pam Boyd,Aye
143,11/03/2017,28,Heather Navarro,Aye
143,11/03/2017,President,Lewis E Reed,Aye
143,11/03/2017,1,Sharon Tyus,Absent
143,11/03/2017,3,Brandon Bosley,Absent
143,11/03/2017,4,Samuel L Moore,Absent
143,11/03/2017,12,Larry Arnowitz,Absent
143,11/03/2017,23,Joseph Vaccaro,Absent
143,11/03/2017,2,Seat is vacant,Vacant Seat
144,11/03/2017,5,Tammika Hubbard,Aye
144,11/03/2017,6,Christine Ingrassia,Aye
144,11/03/2017,7,Jack Coatar,Aye
144,11/03/2017,8,Stephen Conway,Aye
144,11/03/2017,9,Dan Guenther,Aye
144,11/03/2017,10,Joseph Vollmer,Aye
144,11/03/2017,11,Sarah Martin,Aye
144,11/03/2017,13,Beth Murphy,Aye
144,11/03/2017,14,Carol Howard,Aye
144,11/03/2017,15,Megan E. Green,Aye
144,11/03/2017,16,Tom Oldenburg,Aye
144,11/03/2017,17,Joseph D Roddy,Aye
144,11/03/2017,18,Terry Kennedy,Aye
144,11/03/2017,19,Marlene E Davis,Aye
144,11/03/2017,20,Cara Spencer,Aye
144,11/03/2017,21,John Collins-Muhammad,Aye
144,11/03/2017,22,Jeffrey L Boyd,Aye
144,11/03/2017,24,Scott Ogilvie,Aye
144,11/03/2017,25,Shane Cohn,Aye
144,11/03/2017,26,Frank Williamson,Aye
144,11/03/2017,27,Pam Boyd,Aye
144,11/03/2017,28,Heather Navarro,Aye
144,11/03/2017,President,Lewis E Reed,Aye
144,11/03/2017,1,Sharon Tyus,Absent
144,11/03/2017,3,Brandon Bosley,Absent
144,11/03/2017,4,Samuel L Moore,Absent
144,11/03/2017,12,Larry Arnowitz,Absent
144,11/03/2017,23,Joseph Vaccaro,Absent
144,11/03/2017,2,Seat is vacant,Vacant Seat
145,11/03/2017,5,Tammika Hubbard,Aye
145,11/03/2017,6,Christine Ingrassia,Aye
145,11/03/2017,7,Jack Coatar,Aye
145,11/03/2017,8,Stephen Conway,Aye
145,11/03/2017,9,Dan Guenther,Aye
145,11/03/2017,10,Joseph Vollmer,Aye
145,11/03/2017,11,Sarah Martin,Aye
145,11/03/2017,13,Beth Murphy,Aye
145,11/03/2017,14,Carol Howard,Aye
145,11/03/2017,15,Megan E. Green,Aye
145,11/03/2017,16,Tom Oldenburg,Aye
145,11/03/2017,17,Joseph D Roddy,Aye
145,11/03/2017,18,Terry Kennedy,Aye
145,11/03/2017,19,Marlene E Davis,Aye
